rental_id,rental_date,return_date,customer_lastname,store_id,rental_store_city,film_title,film_rental_duration,film_rental_rate,film_replacement_cost,film_rating
14779,2005-08-22 00:00:56,2005-08-31 00:01:56,SHELTON,2,Woodridge,DOOM DANCING,4,0.99,13.99,R
14780,2005-08-22 00:06:33,2005-08-22 22:02:33,MATTOX,2,Woodridge,PRIDE ALAMO,6,0.99,20.99,NC-17
14781,2005-08-22 00:15:12,2005-08-29 21:02:12,JAMES,2,Woodridge,SAINTS BRIDE,5,2.99,11.99,G
14782,2005-08-22 00:17:20,2005-08-23 01:24:20,MONTGOMERY,2,Woodridge,GRAPES FURY,4,0.99,20.99,G
14783,2005-08-22 00:21:57,2005-08-28 01:27:57,QUALLS,1,Lethbridge,RULES HUMAN,6,4.99,19.99,R
14784,2005-08-22 00:23:13,2005-08-28 03:42:13,MCDONALD,2,Woodridge,BRIDE INTRIGUE,7,0.99,24.99,G
14785,2005-08-22 00:24:37,2005-08-25 04:15:37,ARCHULETA,1,Lethbridge,HOPE TOOTSIE,4,2.99,22.99,NC-17
14786,2005-08-22 00:24:42,2005-08-25 19:36:42,TRUONG,1,Lethbridge,OZ LIAISONS,4,2.99,14.99,R
14787,2005-08-22 00:25:59,2005-08-28 22:30:59,GONZALEZ,1,Lethbridge,MILLION ACE,4,4.99,16.99,PG-13
14788,2005-08-22 00:27:59,2005-08-29 23:54:59,DIXON,1,Lethbridge,HILLS NEIGHBORS,5,0.99,29.99,G
14789,2005-08-22 00:29:39,2005-08-25 02:25:39,SHELTON,1,Lethbridge,LAWLESS VISION,6,4.99,29.99,G
14790,2005-08-22 00:34:17,2005-08-31 02:27:17,SCHRADER,1,Lethbridge,DESPERATE TRAINSPOTTING,7,4.99,29.99,G
14791,2005-08-22 00:35:55,2005-08-30 20:23:55,BAUGH,2,Woodridge,FLYING HOOK,6,2.99,18.99,NC-17
14792,2005-08-22 00:36:41,2005-08-30 18:58:41,SHANKS,1,Lethbridge,WESTWARD SEABISCUIT,7,0.99,11.99,NC-17
14793,2005-08-22 00:37:57,2005-08-29 05:44:57,GRANT,1,Lethbridge,VAMPIRE WHALE,4,4.99,11.99,NC-17
14794,2005-08-22 00:39:31,2005-08-28 20:08:31,FERGUSON,1,Lethbridge,BOUND CHEAPER,5,0.99,17.99,PG
14795,2005-08-22 00:40:22,2005-08-26 01:37:22,SATTERFIELD,2,Woodridge,GOODFELLAS SALUTE,4,4.99,22.99,PG
14796,2005-08-22 00:40:49,2005-08-30 03:59:49,CHEATHAM,1,Lethbridge,DARKNESS WAR,6,2.99,24.99,NC-17
14797,2005-08-22 00:41:24,2005-08-23 18:51:24,KNOTT,1,Lethbridge,DRAGONFLY STRANGERS,6,4.99,19.99,NC-17
14798,2005-08-22 00:44:08,2005-08-27 02:18:08,SIMMONS,2,Woodridge,ACADEMY DINOSAUR,6,0.99,20.99,PG
14799,2005-08-22 00:44:57,2005-08-24 20:08:57,GRESHAM,2,Woodridge,ENCOUNTERS CURTAIN,5,0.99,20.99,NC-17
14800,2005-08-22 00:46:18,2005-08-26 01:44:18,MILAM,1,Lethbridge,SECRETARY ROUGE,5,4.99,10.99,PG
14801,2005-08-22 00:46:54,2005-08-30 19:03:54,RUIZ,1,Lethbridge,GOLDFINGER SENSIBILITY,3,0.99,29.99,G
14802,2005-08-22 00:48:23,2005-08-28 01:02:23,ABNEY,2,Woodridge,CLASH FREDDY,6,2.99,12.99,G
14803,2005-08-22 00:49:10,2005-08-22 23:44:10,HORTON,1,Lethbridge,MALLRATS UNITED,4,0.99,25.99,PG
14804,2005-08-22 00:51:25,2005-08-26 21:15:25,GONZALES,1,Lethbridge,BLOOD ARGONAUTS,3,0.99,13.99,G
14805,2005-08-22 00:52:01,2005-08-23 03:28:01,MATTHEWS,1,Lethbridge,CONEHEADS SMOOCHY,7,4.99,12.99,NC-17
14806,2005-08-22 00:53:08,2005-08-23 06:26:08,JACOBS,1,Lethbridge,HYDE DOCTOR,5,2.99,11.99,G
14807,2005-08-22 00:57:43,2005-08-26 23:40:43,WASHINGTON,1,Lethbridge,BIRCH ANTITRUST,4,4.99,18.99,PG
14808,2005-08-22 00:58:35,2005-08-29 20:16:35,BARFIELD,2,Woodridge,GLEAMING JAWBREAKER,5,2.99,25.99,NC-17
14809,2005-08-22 01:00:42,2005-08-29 19:55:42,ARMSTRONG,2,Woodridge,DOLLS RAGE,7,2.99,10.99,PG-13
14810,2005-08-22 01:08:34,2005-08-25 07:00:34,WOOD,2,Woodridge,HOPE TOOTSIE,4,2.99,22.99,NC-17
14811,2005-08-22 01:09:04,2005-08-26 19:30:04,MORRIS,2,Woodridge,GATHERING CALENDAR,4,0.99,22.99,PG-13
14812,2005-08-22 01:10:32,2005-08-26 05:21:32,MONTGOMERY,1,Lethbridge,VALLEY PACKER,3,0.99,21.99,G
14813,2005-08-22 01:11:37,2005-08-24 05:57:37,BURNS,2,Woodridge,ROCKETEER MOTHER,3,0.99,27.99,PG-13
14814,2005-08-22 01:12:14,2005-08-27 23:24:14,FOWLER,1,Lethbridge,PITY BOUND,5,4.99,19.99,NC-17
14815,2005-08-22 01:12:44,2005-08-24 01:42:44,LINTON,2,Woodridge,DURHAM PANKY,6,4.99,14.99,R
14816,2005-08-22 01:15:51,2005-08-28 04:11:51,JUNG,2,Woodridge,TIGHTS DAWN,5,0.99,14.99,R
14817,2005-08-22 01:17:16,2005-08-27 02:43:16,BANKS,1,Lethbridge,DADDY PITTSBURGH,5,4.99,26.99,G
14818,2005-08-22 01:17:18,2005-08-26 05:40:18,GREY,2,Woodridge,GENTLEMEN STAGE,6,2.99,22.99,NC-17
14819,2005-08-22 01:17:19,2005-08-30 05:54:19,IRBY,2,Woodridge,ODDS BOOGIE,6,0.99,14.99,NC-17
14820,2005-08-22 01:18:37,2005-08-23 19:44:37,SANCHEZ,2,Woodridge,FERRIS MOTHER,3,2.99,13.99,PG
14821,2005-08-22 01:20:19,2005-08-29 03:06:19,COOPER,1,Lethbridge,POTTER CONNECTICUT,5,2.99,16.99,PG
14822,2005-08-22 01:21:14,2005-08-30 03:59:14,SANCHEZ,2,Woodridge,NETWORK PEAK,5,2.99,23.99,PG-13
14823,2005-08-22 01:24:42,2005-08-22 19:45:42,BARCLAY,1,Lethbridge,CHRISTMAS MOONSHINE,7,0.99,21.99,NC-17
14824,2005-08-22 01:27:51,2005-08-23 03:24:51,HIATT,1,Lethbridge,TRAIN BUNCH,3,4.99,26.99,R
14825,2005-08-22 01:27:57,2005-08-27 07:01:57,SMITH,2,Woodridge,FIREBALL PHILADELPHIA,4,0.99,25.99,PG
14826,2005-08-22 01:32:14,2005-08-23 03:52:14,MOTLEY,1,Lethbridge,TARZAN VIDEOTAPE,3,2.99,11.99,PG-13
14827,2005-08-22 01:32:32,2005-08-31 06:21:32,HUGHES,2,Woodridge,JUGGLER HARDLY,4,0.99,14.99,PG-13
14828,2005-08-22 01:34:05,2005-08-27 06:27:05,WEINER,1,Lethbridge,TOMORROW HUSTLER,3,2.99,21.99,R
14829,2005-08-22 01:35:37,2005-08-23 19:55:37,KNOTT,2,Woodridge,SHIP WONDERLAND,5,2.99,15.99,R
14830,2005-08-22 01:37:19,2005-08-27 20:10:19,HANNON,2,Woodridge,CHARIOTS CONSPIRACY,5,2.99,29.99,R
14831,2005-08-22 01:40:49,2005-08-23 02:47:49,FERGUSON,2,Woodridge,ROCKY WAR,4,4.99,17.99,PG-13
14832,2005-08-22 01:43:29,2005-08-29 07:19:29,CHOATE,1,Lethbridge,HANKY OCTOBER,5,2.99,26.99,NC-17
14833,2005-08-22 01:45:18,2005-08-28 21:24:18,BARBEE,1,Lethbridge,HOMICIDE PEACH,6,2.99,21.99,PG-13
14834,2005-08-22 01:45:58,2005-08-28 20:52:58,DAVIDSON,1,Lethbridge,PITTSBURGH HUNCHBACK,4,4.99,17.99,PG-13
14835,2005-08-22 01:49:07,2005-08-30 04:28:07,SCROGGINS,1,Lethbridge,COLDBLOODED DARLING,7,4.99,27.99,G
14836,2005-08-22 01:52:26,2005-08-22 23:39:26,EAST,1,Lethbridge,VAMPIRE WHALE,4,4.99,11.99,NC-17
14837,2005-08-22 01:54:52,2005-08-29 02:24:52,ROBERTS,2,Woodridge,JET NEIGHBORS,7,4.99,14.99,R
14838,2005-08-22 01:57:34,2005-08-25 06:34:34,SCROGGINS,2,Woodridge,CALENDAR GUNFIGHT,4,4.99,22.99,NC-17
14839,2005-08-22 01:58:15,2005-08-24 05:24:15,MCADAMS,2,Woodridge,RUSHMORE MERMAID,6,2.99,17.99,PG-13
14840,2005-08-22 01:58:42,2005-08-29 22:32:42,NGO,2,Woodridge,EGG IGBY,4,2.99,20.99,PG
14841,2005-08-22 02:03:30,2005-08-28 02:08:30,STEPP,1,Lethbridge,TALENTED HOMICIDE,6,0.99,9.99,PG
14842,2005-08-22 02:04:38,2005-08-30 06:46:38,DELOACH,2,Woodridge,MAJESTIC FLOATS,5,0.99,15.99,PG
14843,2005-08-22 02:05:25,2005-08-28 22:11:25,GRESHAM,2,Woodridge,PARIS WEEKEND,7,2.99,19.99,PG-13
14844,2005-08-22 02:09:12,2005-08-31 05:43:12,TUBBS,1,Lethbridge,ANYTHING SAVANNAH,4,2.99,27.99,R
14845,2005-08-22 02:12:44,2005-08-24 02:36:44,LAMBERT,2,Woodridge,ALI FOREVER,4,4.99,21.99,PG
14846,2005-08-22 02:13:48,2005-08-30 05:39:48,GRECO,2,Woodridge,STAR OPERATION,5,2.99,9.99,PG
14847,2005-08-22 02:13:51,2005-08-29 03:42:51,THRASHER,1,Lethbridge,PARADISE SABRINA,5,2.99,12.99,PG-13
14848,2005-08-22 02:14:19,2005-08-26 02:54:19,MCCOY,2,Woodridge,BORN SPINAL,7,4.99,17.99,PG
14849,2005-08-22 02:15:26,2005-08-28 00:56:26,DUNCAN,1,Lethbridge,ROCK INSTINCT,4,0.99,28.99,G
14850,2005-08-22 02:16:55,2005-08-26 21:08:55,SHELBY,1,Lethbridge,LOATHING LEGALLY,4,0.99,29.99,R
14851,2005-08-22 02:20:44,2005-08-26 08:02:44,CUNNINGHAM,2,Woodridge,DREAM PICKUP,6,2.99,18.99,PG
14852,2005-08-22 02:25:53,2005-08-25 04:27:53,CROUSE,1,Lethbridge,JUGGLER HARDLY,4,0.99,14.99,PG-13
14853,2005-08-22 02:26:33,2005-08-31 02:49:33,MORRELL,2,Woodridge,SHAKESPEARE SADDLE,6,2.99,26.99,PG-13
14854,2005-08-22 02:26:47,2005-08-23 05:53:47,MCDONALD,2,Woodridge,HORN WORKING,4,2.99,23.99,PG
14855,2005-08-22 02:27:32,2005-08-31 03:35:32,RILEY,1,Lethbridge,GODFATHER DIARY,3,2.99,14.99,NC-17
14856,2005-08-22 02:31:51,2005-08-26 23:41:51,PALMER,1,Lethbridge,REQUIEM TYCOON,6,4.99,25.99,R
14857,2005-08-22 02:42:39,2005-08-24 21:26:39,REID,2,Woodridge,TRACY CIDER,3,0.99,29.99,G
14858,2005-08-22 02:46:18,2005-08-30 08:22:18,OUTLAW,1,Lethbridge,BLANKET BEVERLY,7,2.99,21.99,G
14859,2005-08-22 02:46:35,2005-08-24 22:37:35,POWER,2,Woodridge,INTENTIONS EMPIRE,3,2.99,13.99,PG-13
14860,2005-08-22 02:47:07,2005-08-28 00:00:07,EAST,2,Woodridge,FAMILY SWEET,4,0.99,24.99,R
14861,2005-08-22 02:48:05,2005-08-27 00:50:05,ELLINGTON,1,Lethbridge,HALL CASSIDY,5,4.99,13.99,NC-17
14862,2005-08-22 02:51:41,2005-08-28 06:30:41,WOOD,1,Lethbridge,SATISFACTION CONFIDENTIAL,3,4.99,26.99,G
14863,2005-08-22 02:57:04,2005-08-30 03:24:04,COLBY,2,Woodridge,COMMAND DARLING,5,4.99,28.99,PG-13
14864,2005-08-22 02:57:06,2005-08-22 22:19:06,BOSTIC,2,Woodridge,NOTORIOUS REUNION,7,0.99,9.99,NC-17
14865,2005-08-22 03:06:38,2005-08-23 04:26:38,GONZALES,1,Lethbridge,SPICE SORORITY,5,4.99,22.99,NC-17
14866,2005-08-22 03:11:35,2005-08-30 00:10:35,FORMAN,1,Lethbridge,METROPOLIS COMA,4,2.99,9.99,PG-13
14867,2005-08-22 03:14:46,2005-08-25 03:53:46,ELLIS,1,Lethbridge,BEAST HUNCHBACK,3,4.99,22.99,R
14868,2005-08-22 03:15:01,2005-08-25 01:24:01,DUNN,2,Woodridge,WAR NOTTING,7,4.99,26.99,G
14869,2005-08-22 03:20:26,2005-08-23 05:25:26,CLARK,2,Woodridge,BROOKLYN DESERT,7,4.99,21.99,R
14870,2005-08-22 03:23:20,2005-08-23 06:50:20,VINES,2,Woodridge,INVASION CYCLONE,5,2.99,12.99,PG
14871,2005-08-22 03:23:24,2005-08-23 22:23:24,SCHMIDT,1,Lethbridge,RUGRATS SHAKESPEARE,4,0.99,16.99,PG-13
14872,2005-08-22 03:23:41,2005-08-29 23:25:41,HARRIS,2,Woodridge,DAUGHTER MADIGAN,3,4.99,13.99,PG-13
14873,2005-08-22 03:31:06,2005-08-31 05:34:06,LINTON,1,Lethbridge,SEABISCUIT PUNK,6,2.99,28.99,NC-17
14874,2005-08-22 03:32:05,2005-08-24 07:02:05,SOTO,2,Woodridge,GUN BONNIE,7,0.99,27.99,G
14875,2005-08-22 03:34:39,2005-08-26 03:40:39,TUBBS,2,Woodridge,STRANGERS GRAFFITI,4,4.99,22.99,R
14876,2005-08-22 03:39:29,2005-08-23 06:53:29,OLIVER,1,Lethbridge,SLACKER LIAISONS,7,4.99,29.99,R
14877,2005-08-22 03:39:56,2005-08-24 03:41:56,HERRERA,1,Lethbridge,DECEIVER BETRAYED,7,0.99,22.99,NC-17
14878,2006-02-14 15:16:03,,CHEATHAM,1,Lethbridge,EAGLES PANKY,4,4.99,14.99,NC-17
14879,2005-08-22 03:42:12,2005-08-27 06:14:12,HUNT,2,Woodridge,INTERVIEW LIAISONS,4,4.99,17.99,R
14880,2005-08-22 03:44:36,2005-08-24 05:45:36,GARZA,2,Woodridge,SHOCK CABIN,7,2.99,15.99,PG-13
14881,2005-08-22 03:47:39,2005-08-26 05:58:39,SIKES,2,Woodridge,BABY HALL,5,4.99,23.99,NC-17
14882,2005-08-22 03:52:21,2005-08-25 04:50:21,ESTEP,2,Woodridge,ADAPTATION HOLES,7,2.99,18.99,NC-17
14883,2005-08-22 03:55:02,2005-08-28 02:51:02,DUNCAN,1,Lethbridge,HOLOCAUST HIGHBALL,6,0.99,12.99,R
14884,2005-08-22 03:57:08,2005-08-23 07:11:08,EMMONS,2,Woodridge,OUTLAW HANKY,7,4.99,17.99,PG-13
14885,2005-08-22 03:58:29,2005-08-30 05:26:29,BOWMAN,1,Lethbridge,IMPOSSIBLE PREJUDICE,7,4.99,11.99,NC-17
14886,2005-08-22 03:59:01,2005-08-23 01:22:01,COUGHLIN,2,Woodridge,VIRGIN DAISY,6,4.99,29.99,PG-13
14887,2005-08-22 04:04:31,2005-08-31 02:30:31,HAWKS,1,Lethbridge,ALAMO VIDEOTAPE,6,0.99,16.99,G
14888,2005-08-22 04:09:18,2005-08-23 07:34:18,BUTLER,1,Lethbridge,ROBBERS JOON,7,2.99,26.99,PG-13
14889,2005-08-22 04:10:10,2005-08-24 06:23:10,GANNON,2,Woodridge,GALAXY SWEETHEARTS,4,4.99,13.99,R
14890,2005-08-22 04:10:49,2005-08-30 23:23:49,SIMPKINS,2,Woodridge,CAMELOT VACATION,3,0.99,26.99,NC-17
14891,2005-08-22 04:11:02,2005-08-27 03:22:02,CRAWLEY,2,Woodridge,BEHAVIOR RUNAWAY,3,4.99,20.99,PG
14892,2005-08-22 04:15:05,2005-08-31 06:07:05,COLEMAN,2,Woodridge,PERFECT GROOVE,7,2.99,17.99,PG-13
14893,2005-08-22 04:15:48,2005-08-30 08:05:48,BLAKELY,2,Woodridge,LADYBUGS ARMAGEDDON,4,0.99,13.99,NC-17
14894,2005-08-22 04:16:56,2005-08-24 00:30:56,SALISBURY,1,Lethbridge,SATURN NAME,7,4.99,18.99,R
14895,2005-08-22 04:19:23,2005-08-27 04:02:23,NEWSOM,1,Lethbridge,WILLOW TRACY,6,2.99,22.99,R
14896,2005-08-22 04:20:55,2005-08-29 05:11:55,GARDINER,2,Woodridge,MAIDEN HOME,3,4.99,9.99,PG
14897,2005-08-22 04:22:31,2005-08-26 00:09:31,OLSON,2,Woodridge,GASLIGHT CRUSADE,4,2.99,10.99,PG
14898,2005-08-22 04:26:34,2005-08-31 10:04:34,GANNON,1,Lethbridge,GREATEST NORTH,5,2.99,24.99,NC-17
14899,2005-08-22 04:26:38,2005-08-31 08:36:38,ROYAL,1,Lethbridge,SLUMS DUCK,5,0.99,21.99,PG
14900,2005-08-22 04:27:48,2005-08-25 03:50:48,WAGGONER,1,Lethbridge,RULES HUMAN,6,4.99,19.99,R
14901,2005-08-22 04:31:37,2005-08-29 08:24:37,FLEMING,2,Woodridge,VANISHING ROCKY,3,2.99,21.99,NC-17
14902,2005-08-22 04:31:50,2005-08-23 23:47:50,CASILLAS,2,Woodridge,CREEPERS KANE,5,4.99,23.99,NC-17
14903,2005-08-22 04:31:50,2005-08-25 22:53:50,STEWART,1,Lethbridge,GUYS FALCON,4,4.99,20.99,R
14904,2005-08-22 04:32:01,2005-08-29 05:21:01,JAMES,2,Woodridge,CLONES PINOCCHIO,6,2.99,16.99,R
14905,2005-08-22 04:34:22,2005-08-26 04:00:22,LUCAS,1,Lethbridge,TRAMP OTHERS,4,0.99,27.99,PG
14906,2005-08-22 04:38:18,2005-08-29 23:03:18,HUEY,2,Woodridge,APACHE DIVINE,5,4.99,16.99,NC-17
14907,2005-08-22 04:44:09,2005-08-25 09:53:09,GIBSON,1,Lethbridge,LUCKY FLYING,7,2.99,10.99,PG-13
14908,2005-08-22 04:44:10,2005-08-25 05:09:10,GILLILAND,1,Lethbridge,AMERICAN CIRCUS,3,4.99,17.99,R
14909,2005-08-22 04:48:44,2005-08-25 04:59:44,KNIGHT,2,Woodridge,HORROR REIGN,3,0.99,25.99,R
14910,2005-08-22 04:50:52,2005-08-25 04:14:52,ASHER,1,Lethbridge,ENCINO ELF,6,0.99,9.99,G
14911,2005-08-22 04:51:42,2005-08-28 05:37:42,LOWE,1,Lethbridge,BLACKOUT PRIVATE,7,2.99,12.99,PG
14912,2005-08-22 04:51:42,2005-08-23 23:50:42,SCROGGINS,1,Lethbridge,MISSION ZOOLANDER,3,4.99,26.99,PG-13
14913,2005-08-22 04:52:13,2005-08-23 06:49:13,BARCLAY,1,Lethbridge,SHOCK CABIN,7,2.99,15.99,PG-13
14914,2005-08-22 04:53:35,2005-08-26 10:35:35,FERGUSON,1,Lethbridge,VOICE PEACH,6,0.99,22.99,PG-13
14915,2006-02-14 15:16:03,,GILLILAND,2,Woodridge,AMISTAD MIDSUMMER,6,2.99,10.99,G
14916,2005-08-22 04:56:57,2005-08-24 06:36:57,ROSS,2,Woodridge,INDEPENDENCE HOTEL,5,0.99,21.99,NC-17
14917,2005-08-22 05:03:59,2005-08-29 04:00:59,RODRIQUEZ,2,Woodridge,BLUES INSTINCT,5,2.99,18.99,G
14918,2005-08-22 05:06:38,2005-08-30 01:44:38,GRANT,2,Woodridge,TEQUILA PAST,6,4.99,17.99,PG
14919,2005-08-22 05:07:17,2005-08-30 06:41:17,HANSON,2,Woodridge,GANDHI KWAI,7,0.99,9.99,PG-13
14920,2005-08-22 05:08:58,2005-08-23 02:51:58,WALLACE,2,Woodridge,ROCK INSTINCT,4,0.99,28.99,G
14921,2005-08-22 05:12:24,2005-08-26 08:20:24,GREGORY,2,Woodridge,SNATCH SLIPPER,6,4.99,15.99,PG
14922,2005-08-22 05:13:05,2005-08-30 04:59:05,PALMER,1,Lethbridge,KWAI HOMEWARD,5,0.99,25.99,PG-13
14923,2005-08-22 05:13:33,2005-08-28 01:39:33,BOSTIC,1,Lethbridge,RUSH GOODFELLAS,3,0.99,20.99,PG
14924,2005-08-22 05:15:17,2005-08-23 10:11:17,CRUZ,1,Lethbridge,TROJAN TOMORROW,3,2.99,9.99,PG
14925,2005-08-22 05:16:16,2005-08-30 02:47:16,TUCKER,1,Lethbridge,BRIGHT ENCOUNTERS,4,4.99,12.99,PG-13
14926,2005-08-22 05:18:44,2005-08-26 02:18:44,RICO,2,Woodridge,LOUISIANA HARRY,5,0.99,18.99,PG-13
14927,2005-08-22 05:31:53,2005-08-27 07:04:53,ELLIOTT,1,Lethbridge,DARN FORRESTER,7,4.99,14.99,G
14928,2006-02-14 15:16:03,,ROBINS,1,Lethbridge,WANDA CHAMBER,7,4.99,23.99,PG-13
14929,2005-08-22 05:32:38,2005-08-28 00:02:38,KNOTT,1,Lethbridge,TROOPERS METAL,3,0.99,20.99,R
14930,2005-08-22 05:38:32,2005-08-30 07:21:32,TEEL,2,Woodridge,NOTTING SPEAKEASY,7,0.99,19.99,PG-13
14931,2005-08-22 05:38:55,2005-08-28 04:15:55,RICHARDSON,2,Woodridge,CHICKEN HELLFIGHTERS,3,0.99,24.99,PG
14932,2005-08-22 05:40:39,2005-08-23 11:02:39,NOE,2,Woodridge,JOON NORTHWEST,3,0.99,23.99,NC-17
14933,2006-02-14 15:16:03,,CLARK,2,Woodridge,DWARFS ALTER,6,2.99,13.99,G
14934,2005-08-22 05:47:15,2005-08-26 11:32:15,LITTLE,2,Woodridge,CONNECTICUT TRAMP,4,4.99,20.99,R
14935,2005-08-22 05:47:31,2005-08-29 00:33:31,BRINSON,2,Woodridge,HUNGER ROOF,6,0.99,21.99,G
14936,2005-08-22 05:51:26,2005-08-29 10:21:26,LARSON,1,Lethbridge,SMOKING BARBARELLA,7,0.99,13.99,PG-13
14937,2005-08-22 05:51:59,2005-08-31 01:45:59,QUINTANILLA,2,Woodridge,EGG IGBY,4,2.99,20.99,PG
14938,2005-08-22 05:52:39,2005-08-31 11:43:39,WINDHAM,2,Woodridge,BOULEVARD MOB,3,0.99,11.99,R
14939,2005-08-22 05:53:52,2005-08-27 06:20:52,SPEAR,1,Lethbridge,CLONES PINOCCHIO,6,2.99,16.99,R
14940,2005-08-22 05:54:03,2005-08-24 05:52:03,CAMPBELL,2,Woodridge,MILLION ACE,4,4.99,16.99,PG-13
14941,2005-08-22 05:58:23,2005-08-28 10:58:23,VEST,2,Woodridge,LABYRINTH LEAGUE,6,2.99,24.99,PG-13
14942,2005-08-22 05:58:27,2005-08-31 10:08:27,SAUER,1,Lethbridge,AIRPLANE SIERRA,6,4.99,28.99,PG-13
14943,2005-08-22 05:59:59,2005-08-26 10:31:59,TERRY,2,Woodridge,SCISSORHANDS SLUMS,5,2.99,13.99,G
14944,2005-08-22 06:01:26,2005-08-24 10:33:26,NICHOLS,1,Lethbridge,CANDLES GRAPES,6,4.99,15.99,NC-17
14945,2005-08-22 06:05:38,2005-08-29 12:01:38,ROYAL,1,Lethbridge,FURY MURDER,3,0.99,28.99,PG-13
14946,2005-08-22 06:07:10,2005-08-28 05:25:10,GRIGSBY,2,Woodridge,FATAL HAUNTED,6,2.99,24.99,PG
14947,2005-08-22 06:07:52,2005-08-28 01:12:52,PETERSON,1,Lethbridge,SAVANNAH TOWN,5,0.99,25.99,PG-13
14948,2005-08-22 06:10:53,2005-08-28 11:24:53,MILLARD,2,Woodridge,OPUS ICE,5,4.99,21.99,R
14949,2005-08-22 06:12:16,2005-08-25 08:25:16,OWENS,2,Woodridge,LOSE INCH,3,0.99,18.99,R
14950,2005-08-22 06:17:12,2005-08-27 08:48:12,BARFIELD,2,Woodridge,CHARIOTS CONSPIRACY,5,2.99,29.99,R
14951,2005-08-22 06:19:37,2005-08-30 05:51:37,PETERS,2,Woodridge,NASH CHOCOLAT,6,2.99,21.99,PG-13
14952,2005-08-22 06:20:07,2005-08-28 01:18:07,OGLESBY,2,Woodridge,OUTFIELD MASSACRE,4,0.99,18.99,NC-17
14953,2005-08-22 06:23:54,2005-08-28 03:19:54,LANE,2,Woodridge,CONNECTICUT TRAMP,4,4.99,20.99,R
14954,2006-02-14 15:16:03,,CLARY,1,Lethbridge,SHOCK CABIN,7,2.99,15.99,PG-13
14955,2005-08-22 06:25:52,2005-08-25 12:13:52,FORMAN,1,Lethbridge,FRENCH HOLIDAY,5,4.99,22.99,PG
14956,2005-08-22 06:26:16,2005-08-25 11:06:16,CHISHOLM,1,Lethbridge,SILENCE KANE,7,0.99,23.99,R
14957,2005-08-22 06:29:34,2005-08-26 04:52:34,MAHAN,1,Lethbridge,FARGO GANDHI,3,2.99,28.99,G
14958,2005-08-22 06:30:10,2005-08-28 09:43:10,SALISBURY,1,Lethbridge,GRADUATE LORD,7,2.99,14.99,G
14959,2005-08-22 06:30:28,2005-08-25 09:48:28,GARDINER,2,Woodridge,HOUSE DYNAMITE,7,2.99,13.99,R
14960,2005-08-22 06:31:36,2005-08-29 07:10:36,ROBERTSON,1,Lethbridge,RIDGEMONT SUBMARINE,3,0.99,28.99,PG-13
14961,2005-08-22 06:35:50,2005-08-31 04:07:50,SANCHEZ,1,Lethbridge,REDS POCUS,7,4.99,23.99,PG-13
14962,2005-08-22 06:37:43,2005-08-29 03:44:43,AQUINO,1,Lethbridge,PITTSBURGH HUNCHBACK,4,4.99,17.99,PG-13
14963,2005-08-22 06:38:10,2005-08-31 05:35:10,STEPP,2,Woodridge,MOCKINGBIRD HOLLYWOOD,4,0.99,27.99,PG
14964,2005-08-22 06:39:24,2005-08-26 06:05:24,KINDER,2,Woodridge,KISS GLORY,5,4.99,11.99,PG-13
14965,2005-08-22 06:45:53,2005-08-27 10:05:53,HUNT,2,Woodridge,DINOSAUR SECRETARY,7,2.99,27.99,R
14966,2005-08-22 06:45:57,2005-08-31 10:02:57,JENSEN,1,Lethbridge,CHRISTMAS MOONSHINE,7,0.99,21.99,NC-17
14967,2005-08-22 06:46:03,2005-08-23 01:02:03,TORRES,2,Woodridge,BEHAVIOR RUNAWAY,3,4.99,20.99,PG
14968,2005-08-22 06:46:59,2005-08-29 07:36:59,PORTER,1,Lethbridge,RESURRECTION SILVERADO,6,0.99,12.99,PG
14969,2005-08-22 06:49:15,2005-08-29 05:52:15,ORTIZ,2,Woodridge,TERMINATOR CLUB,5,4.99,11.99,R
14970,2005-08-22 06:49:29,2005-08-29 08:47:29,GUILLEN,2,Woodridge,CANDLES GRAPES,6,4.99,15.99,NC-17
14971,2005-08-22 06:52:49,2005-08-28 06:27:49,CULPEPPER,1,Lethbridge,HEAVEN FREEDOM,7,2.99,19.99,PG
14972,2005-08-22 06:53:21,2005-08-29 02:25:21,CABRAL,2,Woodridge,RULES HUMAN,6,4.99,19.99,R
14973,2005-08-22 06:59:28,2005-08-30 02:28:28,FIELDS,2,Woodridge,ODDS BOOGIE,6,0.99,14.99,NC-17
14974,2005-08-22 07:04:25,2005-08-27 12:39:25,ROSE,2,Woodridge,MERMAID INSECTS,5,4.99,20.99,NC-17
14975,2005-08-22 07:07:50,2005-08-28 07:23:50,HANSON,1,Lethbridge,DANCES NONE,3,0.99,22.99,NC-17
14976,2005-08-22 07:10:26,2005-08-28 07:22:26,WOFFORD,1,Lethbridge,ALLEY EVOLUTION,6,2.99,23.99,NC-17
14977,2005-08-22 07:12:53,2005-08-30 08:11:53,MURPHY,2,Woodridge,TIMBERLAND SKY,3,0.99,13.99,G
14978,2005-08-22 07:13:15,2005-08-25 12:26:15,GONZALES,1,Lethbridge,CITIZEN SHREK,7,0.99,18.99,G
14979,2005-08-22 07:16:36,2005-08-24 02:29:36,SCHILLING,1,Lethbridge,KWAI HOMEWARD,5,0.99,25.99,PG-13
14980,2005-08-22 07:16:45,2005-08-26 06:04:45,HARDER,2,Woodridge,MONTEREY LABYRINTH,6,0.99,13.99,G
